se2,se4,se5,se9,se3a,q8,q9,q12,q13,q6,q93,q130,q5,q38,q40,q108,q110,q124,q126,q128,q32,q48,q49,q94,q103,q104,country
1.0,1.0,7.0,3.0,47.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,Japan
1.0,2.0,7.0,3.0,63.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,Japan
1.0,2.0,7.0,98.0,58.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,Japan
2.0,1.0,8.0,2.0,35.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,Japan
1.0,2.0,8.0,3.0,41.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,Japan
1.0,2.0,7.0,5.0,47.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,Japan
2.0,2.0,9.0,3.0,64.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,Japan
1.0,1.0,7.0,98.0,66.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,Japan
1.0,2.0,2.0,2.0,68.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,Japan
1.0,2.0,99.0,5.0,78.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,Japan
2.0,2.0,9.0,98.0,41.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,Japan
1.0,2.0,7.0,98.0,74.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,Japan
1.0,2.0,9.0,5.0,86.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,Japan
1.0,2.0,3.0,98.0,72.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Japan
1.0,2.0,7.0,3.0,72.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,Japan
1.0,2.0,9.0,5.0,48.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,Japan
2.0,1.0,7.0,1.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,Japan
2.0,1.0,9.0,3.0,33.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,Japan
1.0,1.0,9.0,2.0,27.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,Japan
1.0,2.0,9.0,5.0,61.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,Japan
1.0,2.0,9.0,4.0,42.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,Japan
2.0,2.0,7.0,3.0,63.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Japan
1.0,2.0,7.0,2.0,31.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,Japan
1.0,2.0,7.0,4.0,33.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,Japan
2.0,2.0,7.0,4.0,35.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,Japan
1.0,2.0,7.0,4.0,40.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,Japan
2.0,2.0,8.0,4.0,42.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,Japan
1.0,2.0,2.0,2.0,77.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,Japan
2.0,2.0,3.0,2.0,55.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,Japan
2.0,2.0,7.0,4.0,39.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Japan
2.0,2.0,8.0,5.0,39.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,Japan
1.0,2.0,7.0,3.0,55.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,Japan
2.0,2.0,7.0,4.0,61.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,Japan
1.0,2.0,7.0,3.0,69.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,Japan
2.0,2.0,2.0,5.0,61.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,Japan
2.0,2.0,2.0,2.0,65.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,Japan
2.0,1.0,8.0,4.0,23.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,Japan
1.0,2.0,9.0,5.0,48.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,Japan
2.0,2.0,9.0,4.0,34.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,Japan
2.0,2.0,7.0,2.0,60.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,Japan
1.0,1.0,9.0,5.0,40.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,Japan
1.0,2.0,7.0,2.0,74.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,Japan
2.0,2.0,7.0,98.0,39.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,Japan
2.0,2.0,7.0,98.0,70.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,Japan
2.0,2.0,7.0,5.0,47.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,Japan
2.0,1.0,8.0,3.0,46.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,Japan
1.0,2.0,9.0,4.0,55.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,Japan
2.0,2.0,8.0,4.0,49.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,Japan
1.0,2.0,7.0,2.0,72.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,Japan
2.0,2.0,8.0,4.0,42.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,Japan
2.0,2.0,8.0,5.0,49.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,Japan
1.0,2.0,9.0,98.0,50.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,Japan
2.0,2.0,8.0,2.0,33.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,Japan
1.0,2.0,3.0,3.0,54.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Japan
1.0,2.0,9.0,98.0,40.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,Japan
2.0,2.0,7.0,4.0,70.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,Japan
1.0,2.0,9.0,2.0,57.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,Japan
1.0,2.0,7.0,5.0,63.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,Japan
2.0,2.0,8.0,3.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,Japan
1.0,2.0,9.0,4.0,33.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,Japan
1.0,2.0,7.0,3.0,48.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,Japan
2.0,2.0,7.0,4.0,58.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,Japan
2.0,2.0,7.0,2.0,43.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,Japan
1.0,1.0,9.0,4.0,51.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,Japan
1.0,2.0,9.0,4.0,38.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,Japan
2.0,2.0,7.0,3.0,47.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,Japan
2.0,2.0,7.0,2.0,27.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,Japan
1.0,2.0,9.0,5.0,49.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,Japan
2.0,2.0,9.0,4.0,63.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,Japan
2.0,2.0,7.0,1.0,67.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,Japan
1.0,2.0,9.0,5.0,60.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,Japan
2.0,2.0,7.0,3.0,67.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Japan
1.0,2.0,7.0,4.0,49.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,Japan
2.0,1.0,9.0,98.0,31.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,Japan
1.0,2.0,99.0,98.0,79.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,Japan
1.0,2.0,7.0,2.0,33.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,Japan
1.0,2.0,8.0,2.0,72.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,Japan
2.0,2.0,7.0,2.0,69.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,Japan
1.0,2.0,9.0,5.0,57.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,Japan
2.0,2.0,7.0,4.0,61.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,Japan
1.0,2.0,9.0,4.0,45.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Japan
2.0,2.0,3.0,2.0,57.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,Japan
2.0,1.0,9.0,98.0,29.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Japan
1.0,2.0,7.0,2.0,45.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,Japan
1.0,2.0,7.0,4.0,47.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,Japan
2.0,2.0,7.0,4.0,38.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,Japan
2.0,2.0,7.0,98.0,65.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,Japan
1.0,2.0,9.0,2.0,45.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Japan
1.0,2.0,3.0,5.0,76.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,Japan
1.0,2.0,7.0,2.0,57.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,Japan
1.0,2.0,7.0,4.0,48.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,Japan
1.0,1.0,7.0,5.0,36.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,Japan
2.0,2.0,7.0,3.0,48.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,Japan
2.0,2.0,7.0,4.0,58.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,Japan
1.0,2.0,7.0,1.0,68.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,Japan
2.0,2.0,8.0,4.0,38.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Japan
1.0,2.0,9.0,3.0,72.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,Japan
1.0,2.0,9.0,3.0,54.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,Japan
1.0,2.0,3.0,98.0,64.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,Japan
2.0,2.0,7.0,2.0,31.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,Japan
1.0,2.0,7.0,3.0,32.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,Japan
1.0,1.0,7.0,2.0,31.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,Japan
1.0,2.0,8.0,3.0,67.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,Japan
1.0,2.0,7.0,5.0,70.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,Japan
1.0,2.0,9.0,5.0,55.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,Japan
1.0,2.0,7.0,4.0,60.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,Japan
1.0,2.0,7.0,2.0,71.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,Japan
1.0,2.0,3.0,2.0,70.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,Japan
2.0,2.0,7.0,3.0,38.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,Japan
2.0,2.0,8.0,98.0,44.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Japan
2.0,2.0,7.0,99.0,52.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,Japan
2.0,4.0,3.0,1.0,71.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,Japan
1.0,1.0,7.0,98.0,26.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,Japan
2.0,2.0,3.0,2.0,55.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,Japan
1.0,2.0,9.0,2.0,69.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Japan
2.0,1.0,7.0,98.0,33.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,Japan
2.0,2.0,7.0,5.0,52.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,Japan
2.0,2.0,7.0,4.0,66.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,Japan
1.0,2.0,8.0,2.0,73.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,Japan
1.0,2.0,7.0,98.0,52.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,Japan
1.0,9.0,7.0,4.0,56.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,Japan
2.0,2.0,7.0,1.0,55.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,Japan
2.0,2.0,7.0,4.0,64.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,Japan
1.0,1.0,3.0,2.0,53.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,Japan
2.0,2.0,7.0,3.0,59.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,Japan
2.0,2.0,8.0,4.0,40.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,Japan
2.0,2.0,7.0,2.0,74.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,Japan
1.0,2.0,8.0,2.0,74.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,Japan
